lexeme,INF,GER,PRS.PTCP.SG,PRS.PTCP.PL,PST.PTCP.M.SG,PST.PTCP.F.SG,PST.PTCP.M.PL,PST.PTCP.F.PL,IMP.2SG,IMP.1PL,IMP.2PL,PRS.IND.1SG,PRS.IND.2SG,PRS.IND.3SG,PRS.IND.1PL,PRS.IND.2PL,PRS.IND.3PL,PRS.SBJV.1SG,PRS.SBJV.2SG,PRS.SBJV.3SG,PRS.SBJV.1PL,PRS.SBJV.2PL,PRS.SBJV.3PL,IPRF.IND.1SG,IPRF.IND.2SG,IPRF.IND.3SG,IPRF.IND.1PL,IPRF.IND.2PL,IPRF.IND.3PL,IPRF.SBJV.1SG,IPRF.SBJV.2SG,IPRF.SBJV.3SG,IPRF.SBJV.1PL,IPRF.SBJV.2PL,IPRF.SBJV.3PL,PRET.IND.1SG,PRET.IND.2SG,PRET.IND.3SG,PRET.IND.1PL,PRET.IND.2PL,PRET.IND.3PL,FUT.IND.1SG,FUT.IND.2SG,FUT.IND.3SG,FUT.IND.1PL,FUT.IND.2PL,FUT.IND.3PL,COND.1SG,COND.2SG,COND.3SG,COND.1PL,COND.2PL,COND.3PL,Order
trascorrere,trascorrere,trascorrendo,trascorrente,trascorrenti,trascorso,trascorsa,trascorsi,trascorse,trascorri,trascorriamo,trascorrete,trascorro,trascorri,trascorre,trascorriamo,trascorrete,trascorrono,trascorra,trascorra,trascorra,trascorriamo,trascorriate,trascorrano,trascorrevo,trascorrevi,trascorreva,trascorrevamo,trascorrevate,trascorrevano,trascorressi,trascorressi,trascorresse,trascorressimo,trascorreste,trascorressero,trascorsi,trascorresti,trascorse,trascorremmo,trascorreste,trascorsero,trascorrero,trascorrerai,trascorrera,trascorreremo,trascorrerete,trascorreranno,trascorrerei,trascorreresti,trascorrerebbe,trascorreremmo,trascorrereste,trascorrerebbero,280
stringere,stringere,stringendo,stringente,stringenti,stretto,stretta,stretti,strette,stringi,strindʒamo,stringete,stringo,stringi,stringe,strindʒamo,stringete,stringono,stringa,stringa,stringa,strindʒamo,strindʒate,stringano,stringevo,stringevi,stringeva,stringevamo,stringevate,stringevano,stringessi,stringessi,stringesse,stringessimo,stringeste,stringessero,strinsi,stringesti,strinse,stringemmo,stringeste,strinsero,stringero,stringerai,stringera,stringeremo,stringerete,stringeranno,stringerei,stringeresti,stringerebbe,stringeremmo,stringereste,stringerebbero,281
disporre,disporre,disponendo,disponente,disponenti,disposto,disposta,disposti,disposte,disponi,disponiamo,disponete,dispongo,disponi,dispone,disponiamo,disponete,dispongono,disponga,disponga,disponga,disponiamo,disponiate,dispongano,disponevo,disponevi,disponeva,disponevamo,disponevate,disponevano,disponessi,disponessi,disponesse,disponessimo,disponeste,disponessero,dispozi,disponesti,dispoze,disponemmo,disponeste,dispozero,disporro,disporrai,disporra,disporremo,disporrete,disporranno,disporrei,disporresti,disporrebbe,disporremmo,disporreste,disporrebbero,282
insegnare,insegnare,insegnando,insegnante,insegnanti,insegnato,insegnata,insegnati,insegnate,insegna,insegnamo,insegnate,insegno,insegni,insegna,insegnamo,insegnate,insegnano,insegni,insegni,insegni,insegnamo,insegnate,insegnino,insegnavo,insegnavi,insegnava,insegnavamo,insegnavate,insegnavano,insegnassi,insegnassi,insegnasse,insegnassimo,insegnaste,insegnassero,insegnai,insegnasti,insegno,insegnammo,insegnaste,insegnarono,insegnero,insegnerai,insegnera,insegneremo,insegnerete,insegneranno,insegnerei,insegneresti,insegnerebbe,insegneremmo,insegnereste,insegnerebbero,283
gettare,gettare,gettando,gettante,gettanti,gettato,gettata,gettati,gettate,getta,gettiamo,gettate,getto,getti,getta,gettiamo,gettate,gettano,getti,getti,getti,gettiamo,gettiate,gettino,gettavo,gettavi,gettava,gettavamo,gettavate,gettavano,gettassi,gettassi,gettasse,gettassimo,gettaste,gettassero,gettai,gettasti,getto,gettammo,gettaste,gettarono,gettero,getterai,gettera,getteremo,getterete,getteranno,getterei,getteresti,getterebbe,getteremmo,gettereste,getterebbero,284
rispettare,rispettare,rispettando,rispettante,rispettanti,rispettato,rispettata,rispettati,rispettate,rispetta,rispettiamo,rispettate,rispetto,rispetti,rispetta,rispettiamo,rispettate,rispettano,rispetti,rispetti,rispetti,rispettiamo,rispettiate,rispettino,rispettavo,rispettavi,rispettava,rispettavamo,rispettavate,rispettavano,rispettassi,rispettassi,rispettasse,rispettassimo,rispettaste,rispettassero,rispettai,rispettasti,rispetto,rispettammo,rispettaste,rispettarono,rispettero,rispetterai,rispettera,rispetteremo,rispetterete,rispetteranno,rispetterei,rispetteresti,rispetterebbe,rispetteremmo,rispettereste,rispetterebbero,285
unire,unire,unendo,unente,unenti,unito,unita,uniti,unite,unisci,uniamo,unite,unisco,unisci,unisce,uniamo,unite,uniscono,unisca,unisca,unisca,uniamo,uniate,uniscano,univo,univi,univa,univamo,univate,univano,unissi,unissi,unisse,unissimo,uniste,unissero,unii,unisti,uni,unimmo,uniste,unirono,uniro,unirai,unira,uniremo,unirete,uniranno,unirei,uniresti,unirebbe,uniremmo,unireste,unirebbero,286
attraversare,attraversare,attraversando,attraversante,attraversanti,attraversato,attraversata,attraversati,attraversate,attraversa,attraversiamo,attraversate,attraverso,attraversi,attraversa,attraversiamo,attraversate,attraversano,attraversi,attraversi,attraversi,attraversiamo,attraversiate,attraversino,attraversavo,attraversavi,attraversava,attraversavamo,attraversavate,attraversavano,attraversassi,attraversassi,attraversasse,attraversassimo,attraversaste,attraversassero,attraversai,attraversasti,attraverso,attraversammo,attraversaste,attraversarono,attraversero,attraverserai,attraversera,attraverseremo,attraverserete,attraverseranno,attraverserei,attraverseresti,attraverserebbe,attraverseremmo,attraversereste,attraverserebbero,287
frequentare,frequentare,frequentando,frequentante,frequentanti,frequentato,frequentata,frequentati,frequentate,frequenta,frequentiamo,frequentate,frequento,frequenti,frequenta,frequentiamo,frequentate,frequentano,frequenti,frequenti,frequenti,frequentiamo,frequentiate,frequentino,frequentavo,frequentavi,frequentava,frequentavamo,frequentavate,frequentavano,frequentassi,frequentassi,frequentasse,frequentassimo,frequentaste,frequentassero,frequentai,frequentasti,frequento,frequentammo,frequentaste,frequentarono,frequentero,frequenterai,frequentera,frequenteremo,frequenterete,frequenteranno,frequenterei,frequenteresti,frequenterebbe,frequenteremmo,frequentereste,frequenterebbero,288
procedere,prosciedere,prosciedendo,prosciedente,prosciedenti,proscieduto,proscieduta,proscieduti,prosciedute,prosciedi,prosciediamo,prosciedete,prosciedo,prosciedi,prosciede,prosciediamo,prosciedete,prosciedono,proscieda,proscieda,proscieda,prosciediamo,prosciediate,prosciedano,prosciedevo,prosciedevi,prosciedeva,prosciedevamo,prosciedevate,prosciedevano,prosciedessi,prosciedessi,prosciedesse,prosciedessimo,prosciedeste,prosciedessero,prosciedetti,prosciedesti,prosciedette,prosciedemmo,prosciedeste,prosciedettero,prosciedero,prosciederai,prosciedera,prosciederemo,prosciederete,prosciederanno,prosciederei,prosciederesti,prosciederebbe,prosciederemmo,prosciedereste,prosciederebbero,289
dipendere,dipendere,dipendendo,dipendente,dipendenti,dipezo,dipesa,dipezi,dipeze,dipendi,dipendiamo,dipendete,dipendo,dipendi,dipende,dipendiamo,dipendete,dipendono,dipenda,dipenda,dipenda,dipendiamo,dipendiate,dipendano,dipendevo,dipendevi,dipendeva,dipendevamo,dipendevate,dipendevano,dipendessi,dipendessi,dipendesse,dipendessimo,dipendeste,dipendessero,dipezi,dipendesti,dipeze,dipendemmo,dipendeste,dipezero,dipendero,dipenderai,dipendera,dipenderemo,dipenderete,dipenderanno,dipenderei,dipenderesti,dipenderebbe,dipenderemmo,dipendereste,dipenderebbero,290
attaccare,attaccare,attaccando,attaccante,attaccanti,attaccato,attaccata,attaccati,attaccate,attacca,attakchiamo,attaccate,attacco,attakchi,attacca,attakchiamo,attaccate,attaccano,attakchi,attakchi,attakchi,attakchiamo,attakchiate,attakchino,attaccavo,attaccavi,attaccava,attaccavamo,attaccavate,attaccavano,attaccassi,attaccassi,attaccasse,attaccassimo,attaccaste,attaccassero,attaccai,attaccasti,attacco,attaccammo,attaccaste,attaccarono,attakchero,attakcherai,attakchera,attakcheremo,attakcherete,attakcheranno,attakcherei,attakcheresti,attakcherebbe,attakcheremmo,attakchereste,attakcherebbero,291
piangere,piangere,piangendo,piangente,piangenti,pianto,pianta,pianti,piante,piangi,piandʒamo,piangete,piango,piangi,piange,piandʒamo,piangete,piangono,pianga,pianga,pianga,piandʒamo,piandʒate,piangano,piangevo,piangevi,piangeva,piangevamo,piangevate,piangevano,piangessi,piangessi,piangesse,piangessimo,piangeste,piangessero,piansi,piangesti,pianse,piangemmo,piangeste,piansero,piangero,piangerai,piangera,piangeremo,piangerete,piangeranno,piangerei,piangeresti,piangerebbe,piangeremmo,piangereste,piangerebbero,292
sbagliare,zbagliare,zbagliando,zbagliante,zbaglianti,zbagliato,zbagliata,zbagliati,zbagliate,zbaglia,zbagliamo,zbagliate,zbaglio,zbaglii,zbaglia,zbagliamo,zbagliate,zbagliano,zbaglii,zbaglii,zbaglii,zbagliamo,zbagliate,zbagliino,zbagliavo,zbagliavi,zbagliava,zbagliavamo,zbagliavate,zbagliavano,zbagliassi,zbagliassi,zbagliasse,zbagliassimo,zbagliaste,zbagliassero,zbagliai,zbagliasti,zbaglio,zbagliammo,zbagliaste,zbagliarono,zbagliero,zbaglierai,zbagliera,zbaglieremo,zbaglierete,zbaglieranno,zbaglierei,zbaglieresti,zbaglierebbe,zbaglieremmo,zbagliereste,zbaglierebbero,293
inviare,inviare,inviando,inviante,invianti,inviato,inviata,inviati,inviate,invia,inviamo,inviate,invio,invii,invia,inviamo,inviate,inviano,invii,invii,invii,inviamo,inviate,inviino,inviavo,inviavi,inviava,inviavamo,inviavate,inviavano,inviassi,inviassi,inviasse,inviassimo,inviaste,inviassero,inviai,inviasti,invio,inviammo,inviaste,inviarono,inviero,invierai,inviera,invieremo,invierete,invieranno,invierei,invieresti,invierebbe,invieremmo,inviereste,invierebbero,294
domandare,domandare,domandando,domandante,domandanti,domandato,domandata,domandati,domandate,domanda,domandiamo,domandate,domando,domandi,domanda,domandiamo,domandate,domandano,domandi,domandi,domandi,domandiamo,domandiate,domandino,domandavo,domandavi,domandava,domandavamo,domandavate,domandavano,domandassi,domandassi,domandasse,domandassimo,domandaste,domandassero,domandai,domandasti,domando,domandammo,domandaste,domandarono,domandero,domanderai,domandera,domanderemo,domanderete,domanderanno,domanderei,domanderesti,domanderebbe,domanderemmo,domandereste,domanderebbero,295
buttare,buttare,buttando,buttante,buttanti,buttato,buttata,buttati,buttate,butta,buttiamo,buttate,butto,butti,butta,buttiamo,buttate,buttano,butti,butti,butti,buttiamo,buttiate,buttino,buttavo,buttavi,buttava,buttavamo,buttavate,buttavano,buttassi,buttassi,buttasse,buttassimo,buttaste,buttassero,buttai,buttasti,butto,buttammo,buttaste,buttarono,buttero,butterai,buttera,butteremo,butterete,butteranno,butterei,butteresti,butterebbe,butteremmo,buttereste,butterebbero,296
comporre,comporre,componendo,componente,componenti,composto,composta,composti,composte,componi,componiamo,componete,compongo,componi,compone,componiamo,componete,compongono,componga,componga,componga,componiamo,componiate,compongano,componevo,componevi,componeva,componevamo,componevate,componevano,componessi,componessi,componesse,componessimo,componeste,componessero,compozi,componesti,compoze,componemmo,componeste,compozero,comporro,comporrai,comporra,comporremo,comporrete,comporranno,comporrei,comporresti,comporrebbe,comporremmo,comporreste,comporrebbero,297
emergere,emergere,emergendo,emergente,emergenti,emerso,emersa,emersi,emerse,emergi,emerdʒamo,emergete,emergo,emergi,emerge,emerdʒamo,emergete,emergono,emerga,emerga,emerga,emerdʒamo,emerdʒate,emergano,emergevo,emergevi,emergeva,emergevamo,emergevate,emergevano,emergessi,emergessi,emergesse,emergessimo,emergeste,emergessero,emersi,emergesti,emerse,emergemmo,emergeste,emersero,emergero,emergerai,emergera,emergeremo,emergerete,emergeranno,emergerei,emergeresti,emergerebbe,emergeremmo,emergereste,emergerebbero,298
condannare,condannare,condannando,condannante,condannanti,condannato,condannata,condannati,condannate,condanna,condanniamo,condannate,condanno,condanni,condanna,condanniamo,condannate,condannano,condanni,condanni,condanni,condanniamo,condanniate,condannino,condannavo,condannavi,condannava,condannavamo,condannavate,condannavano,condannassi,condannassi,condannasse,condannassimo,condannaste,condannassero,condannai,condannasti,condanno,condannammo,condannaste,condannarono,condannero,condannerai,condannera,condanneremo,condannerete,condanneranno,condannerei,condanneresti,condannerebbe,condanneremmo,condannereste,condannerebbero,299
confessare,confessare,confessando,confessante,confessanti,confessato,confessata,confessati,confessate,confessa,confessiamo,confessate,confesso,confessi,confessa,confessiamo,confessate,confessano,confessi,confessi,confessi,confessiamo,confessiate,confessino,confessavo,confessavi,confessava,confessavamo,confessavate,confessavano,confessassi,confessassi,confessasse,confessassimo,confessaste,confessassero,confessai,confessasti,confesso,confessammo,confessaste,confessarono,confessero,confesserai,confessera,confesseremo,confesserete,confesseranno,confesserei,confesseresti,confesserebbe,confesseremmo,confessereste,confesserebbero,300
negare,negare,negando,negante,neganti,negato,negata,negati,negate,nega,negiamo,negate,nego,negi,nega,negiamo,negate,negano,negi,negi,negi,negiamo,negiate,negino,negavo,negavi,negava,negavamo,negavate,negavano,negassi,negassi,negasse,negassimo,negaste,negassero,negai,negasti,nego,negammo,negaste,negarono,negero,negerai,negera,negeremo,negerete,negeranno,negerei,negeresti,negerebbe,negeremmo,negereste,negerebbero,301
trasmettere,trazmettere,trazmettendo,trazmettente,trazmettenti,trazmesso,trazmessa,trazmessi,trazmesse,trazmetti,trazmettiamo,trazmettete,trazmetto,trazmetti,trazmette,trazmettiamo,trazmettete,trazmettono,trazmetta,trazmetta,trazmetta,trazmettiamo,trazmettiate,trazmettano,trazmettevo,trazmettevi,trazmetteva,trazmettevamo,trazmettevate,trazmettevano,trazmettessi,trazmettessi,trazmettesse,trazmettessimo,trazmetteste,trazmettessero,trazmizi,trazmettesti,trazmize,trazmettemmo,trazmetteste,trazmizero,trazmettero,trazmetterai,trazmettera,trazmetteremo,trazmetterete,trazmetteranno,trazmetterei,trazmetteresti,trazmetterebbe,trazmetteremmo,trazmettereste,trazmetterebbero,302
approvare,approvare,approvando,approvante,approvanti,approvato,approvata,approvati,approvate,approva,approviamo,approvate,approvo,approvi,approva,approviamo,approvate,approvano,approvi,approvi,approvi,approviamo,approviate,approvino,approvavo,approvavi,approvava,approvavamo,approvavate,approvavano,approvassi,approvassi,approvasse,approvassimo,approvaste,approvassero,approvai,approvasti,approvo,approvammo,approvaste,approvarono,approvero,approverai,approvera,approveremo,approverete,approveranno,approverei,approveresti,approverebbe,approveremmo,approvereste,approverebbero,303
sognare,sognare,sognando,sognante,sognanti,sognato,sognata,sognati,sognate,sogna,sognamo,sognate,sogno,sogni,sogna,sognamo,sognate,sognano,sogni,sogni,sogni,sognamo,sognate,sognino,sognavo,sognavi,sognava,sognavamo,sognavate,sognavano,sognassi,sognassi,sognasse,sognassimo,sognaste,sognassero,sognai,sognasti,sogno,sognammo,sognaste,sognarono,sognero,sognerai,sognera,sogneremo,sognerete,sogneranno,sognerei,sogneresti,sognerebbe,sogneremmo,sognereste,sognerebbero,304
volare,volare,volando,volante,volanti,volato,volata,volati,volate,vola,voliamo,volate,volo,voli,vola,voliamo,volate,volano,voli,voli,voli,voliamo,voliate,volino,volavo,volavi,volava,volavamo,volavate,volavano,volassi,volassi,volasse,volassimo,volaste,volassero,volai,volasti,volo,volammo,volaste,volarono,volero,volerai,volera,voleremo,volerete,voleranno,volerei,voleresti,volerebbe,voleremmo,volereste,volerebbero,305
agire,agire,agendo,agente,agenti,agito,agita,agiti,agite,agisci,adʒamo,agite,agisco,agisci,agisce,adʒamo,agite,agiscono,agisca,agisca,agisca,adʒamo,adʒate,agiscano,agivo,agivi,agiva,agivamo,agivate,agivano,agissi,agissi,agisse,agissimo,agiste,agissero,agii,agisti,agi,agimmo,agiste,agirono,agiro,agirai,agira,agiremo,agirete,agiranno,agirei,agiresti,agirebbe,agiremmo,agireste,agirebbero,306
eseguire,ezeguire,ezegwendo,ezegwente,ezegwenti,ezeguito,ezeguita,ezeguiti,ezeguite,ezegui,ezegwiamo,ezeguite,ezegwo,ezegui,ezegwe,ezegwiamo,ezeguite,ezegwono,ezegua,ezegua,ezegua,ezegwiamo,ezegwiate,ezeguano,ezeguivo,ezeguivi,ezeguiva,ezeguivamo,ezeguivate,ezeguivano,ezeguissi,ezeguissi,ezeguisse,ezeguissimo,ezeguiste,ezeguissero,ezeguii,ezeguisti,ezegui,ezeguimmo,ezeguiste,ezeguirono,ezeguiro,ezeguirai,ezeguira,ezeguiremo,ezeguirete,ezeguiranno,ezeguirei,ezeguiresti,ezeguirebbe,ezeguiremmo,ezeguireste,ezeguirebbero,307
inserire,inserire,inserendo,inserente,inserenti,inserito,inserita,inseriti,inserite,inserisci,inseriamo,inserite,inserisco,inserisci,inserisce,inseriamo,inserite,inseriscono,inserisca,inserisca,inserisca,inseriamo,inseriate,inseriscano,inserivo,inserivi,inseriva,inserivamo,inserivate,inserivano,inserissi,inserissi,inserisse,inserissimo,inseriste,inserissero,inserii,inseristi,inseri,inserimmo,inseriste,inserirono,inseriro,inserirai,inserira,inseriremo,inserirete,inseriranno,inserirei,inseriresti,inserirebbe,inseriremmo,inserireste,inserirebbero,308
cedere,sciedere,sciedendo,sciedente,sciedenti,scieduto,scieduta,scieduti,sciedute,sciedi,sciediamo,sciedete,sciedo,sciedi,sciede,sciediamo,sciedete,sciedono,scieda,scieda,scieda,sciediamo,sciediate,sciedano,sciedevo,sciedevi,sciedeva,sciedevamo,sciedevate,sciedevano,sciedessi,sciedessi,sciedesse,sciedessimo,sciedeste,sciedessero,sciedetti,sciedesti,sciedette,sciedemmo,sciedeste,sciedettero,sciedero,sciederai,sciedera,sciederemo,sciederete,sciederanno,sciederei,sciederesti,sciederebbe,sciederemmo,sciedereste,sciederebbero,309
eliminare,eliminare,eliminando,eliminante,eliminanti,eliminato,eliminata,eliminati,eliminate,elimina,eliminiamo,eliminate,elimino,elimini,elimina,eliminiamo,eliminate,eliminano,elimini,elimini,elimini,eliminiamo,eliminiate,eliminino,eliminavo,eliminavi,eliminava,eliminavamo,eliminavate,eliminavano,eliminassi,eliminassi,eliminasse,eliminassimo,eliminaste,eliminassero,eliminai,eliminasti,elimino,eliminammo,eliminaste,eliminarono,eliminero,eliminerai,eliminera,elimineremo,eliminerete,elimineranno,eliminerei,elimineresti,eliminerebbe,elimineremmo,eliminereste,eliminerebbero,310
possedere,possedere,possedendo,possedente,possedenti,posseduto,posseduta,posseduti,possedute,possiedi,possediamo,possedete,possiedo,possiedi,possiede,possediamo,possedete,possiedono,possieda,possieda,possieda,possediamo,possediate,possiedano,possedevo,possedevi,possedeva,possedevamo,possedevate,possedevano,possedessi,possedessi,possedesse,possedessimo,possedeste,possedessero,possedetti,possedesti,possedette,possedemmo,possedeste,possedettero,possiedero,possiederai,possiedera,possiederemo,possiederete,possiederanno,possiederei,possiederesti,possiederebbe,possiederemmo,possiedereste,possiederebbero,311
rompere,rompere,rompendo,rompente,rompenti,rotto,rotta,rotti,rotte,rompi,rompiamo,rompete,rompo,rompi,rompe,rompiamo,rompete,rompono,rompa,rompa,rompa,rompiamo,rompiate,rompano,rompevo,rompevi,rompeva,rompevamo,rompevate,rompevano,rompessi,rompessi,rompesse,rompessimo,rompeste,rompessero,ruppi,rompesti,ruppe,rompemmo,rompeste,ruppero,rompero,romperai,rompera,romperemo,romperete,romperanno,romperei,romperesti,romperebbe,romperemmo,rompereste,romperebbero,312
